Generation types,AL00,AT00,BA00,BE00,BEOF,BG00,CH00,CY00,CZ00,DE00,DEKF,DKBH,DKE1,DKKF,DKNS,DKW1,DZ00,EE00,EEOF,EG00,ES00,FI00,FR00,FR15,GE00,GR00,GR03,HR00,HU00,IE00,IL00,ITA0,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,LT00,LTOF,LUB1,LUF1,LUG1,LUV1,LV00,LY00,MA00,MD00,ME00,MK00,MT00,NL00,NL60,NL6H,NLA0,NLBH,NLLL,NOM1,NON1,NOS0,PL00,PS00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TN00,TR00,UA00,UK00,UKNI
Nuclear,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.1872,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.4,0.0,4.394,62.907,0.0,0.0,0.0,0.0,0.0,4.277,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4.44,0.0,0.0,3.087,0.0,0.0,0.0,5.893,0.0,0.696,2.829637264415849,0.0,8.912,13.835,13.236,0.0
Hard coal old 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39312,0.0,0,0.355886343156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.28,0.76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027085,0.0,0.0,19.797,0.0,0.0
Hard coal old 2,0.0,0.0,0.0,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.236,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0
Hard coal new,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263441,0.0,1.32,0.0,0.0,0.0
Hard coal CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lignite old 1,0.0,0.0,1.063,0.0,0.0,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.237,0.0,0.0,0.0,3.087248,0.0,0.0,0.0,0.0,0.0,0.018514,0.0,0.0,0.0,0.0,0.018
Lignite old 2,0.0,0.0,0.275,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.539,0.0,0.0,0.0,0.0,0.0,0.0
Lignite new,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.066375,0.0,2.4,0.0,0.0,0.0
Lignite CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas Conventional old 1,0.0,0.0,0.0,0.0,0.0,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10416299999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.1652,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.30891199999999996,0.218,0.0,0.0,0.0,0.0,0.0,0.016716,0.3,0.0,5.4,0.5360215057400001,0.0
Gas Conventional old 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09758000000000001,0.0,0.31869,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.6635,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.17,0,0.0,0.0,0.022917,3.1563000000000003,0.0,0.0,0.0,0.11,0.0,0,0,0.0,0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071343,0.0,0.0,0.0,0.6416614656,0.0
Gas CCGT old 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29419999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184662,0.0,1.65,0.0,0.0,0.0
Gas CCGT old 2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.03965,0.0,0.0,0.0,0.0,0,0.010385,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.4069565217391304,3.96,0,0.0,0.149,0.3648,1.792,0.0,0.0,0.144474,0.0,0.0,0,0,0.0,0,0.0,1.485,0.0,0.0,0.0,0.0,0.204,0.476,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,4.4,0.0,0.0,0.539
Gas CCGT new,0.2,0.0,0.385,4.197,0.0,1.064,0.0,0.42569999999999997,1.3775,0.8571599999999995,0.0,0.0,0.0,0.0,0,0.0,13.8,0.25,0.0,24.9,0.0,0.0,0.0,0.0,0.0,4.7018,0.0,0.126,1.759,2.2382,4.14,0,3.274,0.0,1.14,11.8705,3.992,0.0,0.766,0.0,0.0,0,0,0.0,0,1.004,1.57,0.45,0.0,0.0,0.6995,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,9.78171435207228,0.2,0.0,5.5311,0.1829,0.0,0.0,0.0,0.0,0.17,0.502456,1.35,30.21,0.0,0.0,1.03
Gas CCGT CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
Gas OCGT old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110984,0.0,0,0.3809309999999999,2.08,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0,0.222919,0.016,0.7837999999999999,0.0,0.247307,0.0,0.362,0.0,0.0,0,0,0.0,0,0.0,0.0,0.615,0.0,0.0,0.0,0.0,0.161,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.482,0.0,1.2,0.0,0.0,0.598,0.012
Gas OCGT new,0.0,0.0,0.0,0.244,0.0,0.02,0.0,0.0,0.1311,0.6699210000000001,0.0,0.0,0.0864,0.0,0,0.0344,4.2,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,4.2,0,0.0,0.126,1.059,1.057,0.164,0.0,0.28166,0.0,0.0,0,0,0.0,0,0.0,4.849,0.0,0.033,0.0,0.0,0.0,0.232,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.0,0.0,0.0,0.0
Light oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531,0.0,0,0.15180000000000002,0.0,0.0,0.0,0.5744,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.0,0.01,0.188,0.0,0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389
Heavy oil old 1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06509999999999999,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13327799999999998,0.0,0.0,0.0,0.0,0.0
Heavy oil old 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.35,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale new,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT present 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834,0.26552800000000004,0.0,0.0,0.0,0.0,0,0.0,6.38,0.0,0.0,0.0,20.51756,0.234,0.678,0.0,0.98,0.0,0.0,0.0,0.828,0.803,0.0,0,0.0,0.7861,1.275,5.4685,0.0,0.0,0.756,0.0,0.0,0,0,0.0,0,0.073,2.46,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455639999999999,0.0,5.44,0.0,5.9831,0.0
Gas CCGT present 2,0.0,0.0,0.0,1.2811,0.0,0.097,0.0,0.0,0.0551,5.009768749999999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.7837,0.0,0.0,5.347,0.0,0.0,1.6172,0.0,0.38,0.0,2.098,3.44,0,0.0,0.0,2.4663000000000004,3.938,0.0,0.0,0.44562999999999997,0.403,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.044,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.6,0.0,0.0,0.408
Other non-RES,0.0,0.4642439100159042,0.0,0.7492935631117857,0.0,0.0,0.16503352357927462,0.0,0.0,2.3401000000000036,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02294183999999995,0.0,0.0,2.1615950808648776,0.04289431345680853,0.13264007495890465,0.0,0.0,0.0,0.0,0.19999999999999998,0.46380040289036584,0.0,0.3234703196347032,0,0.01664430352105741,0.481596187154364,0.10610406902257685,0.1365,0.13874511395123787,0.013482076373410803,0.3187405484962158,0.10688999999999951,0.0,0,0,0.0175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9447768026715974,0.0,0,0,0,0,0.02,0.195,0.05,0.25973108730937944,0.0,0.18191780821917802,0.0,0.0,0.0,0.0,0.0,0.0,0.27545832414553534,0.02944635368878735,0.0,1.0092913242009132,1.5707762557077696,0.7303593055999963,0.0
Battery,0.0,0.23869549615218238,0.0,1.821306400000001,0.0,1.6,5.554876378800549,0.655,2.5850999999999997,109.81203,0.0,0.0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,13.0,2.0,5.1770000000000005,0.0,0.0,8.9,0.45,0.11,0.5207174999999999,7.893,0.0,0,1.863,1.54,4.7021,5.296,6.1255,2.917,4.467,2.2,0.0,0,0,0.05,0,0.08,0.0,0.01,0.0,0.0,0.0,0.0,30.817,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.03462801951446878,0.03338862185288801,0.4851692234534044,0.21161889444795218,1.2067999999999999,0.679,0.0,0.0,0.0,23.306591,2.7477
Onshore Wind,0.6,16.00000100115779,1.5166,7.504953125000001,0.0,1.811,1.15,0.1975,2.5,158.87829,0.0,0.0,1.0209452,0.0,0,4.9254898,0.0,0.861,0.0,10.0,79.91694899999997,54.79005381519185,44.42072967555257,0.0287999992370606,2.0,9.900000000000002,1.1,1.99995,0.33429,9.685999999999996,0.5,0,1.80281977,0.659,5.498000000000002,1.022,7.978,1.86,4.246,5.430020000000001,0.0,0,0,0.666,0,0.352,1.0,4.847,0.31,0.2542,0.75,0.0,11.42504956994115,0.0,0,0,0,0,2.424575,1.85809,2.64056,13.76784,0.02,12.904,8.108003000000002,6.49215,6.5,10.0,3.9,2.222938509229397,0.3055045054945054,1.225,1.157,23.0,2.5,42.0400828948,3.412999999999998
Offshore Wind,0.0,0.0,0.0,4.36,3.6,0.0,0.0,0.0,0.0,64.723,0.6726,3.0,1.9234,1.6048,10,10.7224,0.0,0.0,3.5,0.0,2.8,4.9,26.375,0.0,0.0,8.65,1.55,1.2,0.0,11.0962,0.0,0,1.7,2.3,1.6,0.9,6.2,2.6,3.2,2.8,1.4,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2425,7.3,8,0,0,2,2.0,0.5,7.5035,10.9,0.0,10.0,1.0,0.0,0.0,1.0,5.4,6.2,0.0,0.0,0.0,0.0,0.0,95.15756998,1.0
Solar PV,1.2,14.50434666666668,1.3098,0.0,0.0,2.946237,0.0,1.38,8.8696,172.12538,0.0,0.0,7.127973712388941,0.0,0,17.28239628761106,4.266,1.36,0.0,10.0,112.548127,11.11404241000569,66.6697999999999,0.34,2.0,25.000001,0.8,1.50008,10.12211844000003,9.082,10.0,0,5.874999999999999,4.6,18.997,16.0,17.266,9.504,11.4,5.6003,0.0,0,0,1.024,0,0.33603,0.8,2.511,0.25,0.0315,1.0,0.042028,33.04999999999999,0.0,0,0,0,0,0.0,0.0,0.0,26.00029,0.35,28.08117460289833,10.77000000000001,4.301,0.0,0.0,0.0,0.0,0.0,2.88,1.431,22.0,2.5,31.25523159,1.225
Reservoir,2.1427439999999986,2.787128999999999,1.906,0.0,0.0,1.2812999999999999,8.93,0.0,0.52051,0.819,0.0,1.821743999999999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.414189999999989,3.2366080000000013,9.84700000000001,0.182,4.3263,2.7437,0.0,1.948089999999999,0.0,0.0,0.0,0,0.7012840000000001,0.38927,0.9874570000000001,6.344974,0.17827,0.15339750000000002,0.04234,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0584,0.7286,0.0,0.0,0.0,0,0,0,0,3.2909241729241723,4.835481776241493,21.90527890386451,0.4274799999999999,0.0,3.7655,2.561854,0.43427,5.444,7.6501,2.286,0.2371,0.0214,0.02128,0.0,27.7,4.65,0.0,0.0
Run-of-River,0.7576719999999999,5.350125759999998,0.040799999999999996,0.16500199999999982,0.0,0.53551,4.3100000000000005,0.0,0.43163,3.9339,0.0,0.4006719999999999,0.0,0.0,0,0.0,0.0,0.0,0.0,2.832,3.4246656163002758,0.0,13.6,0.014,3.14,0.5286466666666667,0.0,0.06314,0.064203,0.215,0.0,0,0.125385,0.29362,0.69677254,5.710563100000001,0.05003,0.081905,0.091925,0.1262,0.0,0,0,0.043,0,0.0,0.0,1.72,0.0,0.078853,0.41894000110000007,0.0,0.037,0.0,0,0,0,0,1.241314479699116,0.7821642071718002,5.839340523054833,0.36731,0.0,0.505,3.3961840000000003,2.69057,0.0,0.0,0.0,0.0,0.1406156604901374,1.4253015,0.0,9.11,0.275,2.3856030994450004,0.0
Other RES,0.0,0.7606445554814278,0.0,0.614625,0.0,0.3089999999999999,0.6213509958293053,0.0121,0.5845,5.835196,0.0,0.0,0.0,0.0,0,0.00726,0.0,0.13465,0.0,0.0,1.7300001999999999,2.62482,2.415060000000001,0.036,0.0,1.769997,0.0,0.198,0.2244437,0.115,0.0,0,0.16536,1.04886,0.5021100000000001,2.14039,0.4133,0.09395,0.08506,0.20989,0.0,0,0,0.1433,0,0.299927,0.0,0.0,0.03,0.049,0.031,0.0,0.2086,0.0,0,0,0,0,0.0,0.0,0.0,1.969368821848356,0.0,1.683,0.22499780000000003,0.13099,0.1987,0.74357,2.554055,0.6980899999999999,0.08338362209081163,0.4571454468085106,0.0,3.9,0.5,8.05372710987,0.102
